FID,FlightIdx,ACID,ACT_DATE,DEP,ARR,Elap_Time,DT,ClustID,D40A100ACT,D40A100ACH,Efficiency,YEAR,MONTH,DAY,Hour,MedianID
20130725828743,206694,UAL1102,25-JUL-13 00:00:00,IAH,BOS,2013-07-25 00:32:00,11160.0,2,1291.54844078,1248.00357571,0.0348916188328,2013,7,25,0,-2
20130725859649,289259,UAL598,25-JUL-13 00:00:00,IAH,BOS,2013-07-25 23:17:00,12060.0,1,1318.70643057,1253.0761519,0.052375331356,2013,7,25,23,-2
20130725862828,235694,UAL1002,25-JUL-13 00:00:00,IAH,BOS,2013-07-25 12:30:00,12420.0,2,1292.79462815,1249.21841614,0.0348827806651,2013,7,25,12,-2
20130725867996,243916,UAL335,25-JUL-13 00:00:00,IAH,BOS,2013-07-25 13:56:00,12120.0,2,1285.13237967,1248.41431733,0.0294117600525,2013,7,25,13,-2
20130725887545,253399,UAL1295,25-JUL-13 00:00:00,IAH,BOS,2013-07-25 15:46:00,13020.0,-1,1361.23150717,1258.82341454,0.0813522305443,2013,7,25,15,-2
20130726914910,351623,UAL1295,26-JUL-13 00:00:00,IAH,BOS,2013-07-26 15:45:00,11940.0,2,1292.45730533,1247.59208377,0.0359614509795,2013,7,26,15,-2
20130726926230,387867,UAL598,26-JUL-13 00:00:00,IAH,BOS,2013-07-26 22:25:00,11520.0,2,1280.29248356,1248.57832977,0.0254002116075,2013,7,26,22,-2
20130726936794,301793,UAL1102,26-JUL-13 00:00:00,IAH,BOS,2013-07-26 00:37:00,11820.0,2,1279.77373425,1250.29176627,0.0235800704842,2013,7,26,0,-2
20130726961728,332191,UAL1002,26-JUL-13 00:00:00,IAH,BOS,2013-07-26 12:25:00,12720.0,2,1286.00347763,1249.36878942,0.0293225575301,2013,7,26,12,-2
20130726968169,340825,UAL335,26-JUL-13 00:00:00,IAH,BOS,2013-07-26 14:09:00,12840.0,1,1349.80166985,1254.10430301,0.0763073427149,2013,7,26,14,-2
20130726978257,365187,UAL502,26-JUL-13 00:00:00,IAH,BOS,2013-07-26 18:30:00,13140.0,1,1349.43891837,1259.45151886,0.0714496732595,2013,7,26,18,-2
20130727011622,476988,UAL1295,27-JUL-13 00:00:00,IAH,BOS,2013-07-27 21:00:00,11880.0,0,1305.97884213,1258.76908248,0.0375047022521,2013,7,27,21,-2
20130727039337,400921,UAL1102,27-JUL-13 00:00:00,IAH,BOS,2013-07-27 00:48:00,11760.0,0,1298.1083723,1255.26521481,0.0341307613589,2013,7,27,0,-2
20130727077231,437445,UAL1184,27-JUL-13 00:00:00,IAH,BOS,2013-07-27 14:02:00,11940.0,2,1292.70654451,1248.65011249,0.0352832483506,2013,7,27,14,-2
20130727077927,432407,UAL598,27-JUL-13 00:00:00,IAH,BOS,2013-07-27 13:03:00,11400.0,2,1272.60101127,1248.59562241,0.0192259114457,2013,7,27,13,-2
20130727079829,449171,UAL327,27-JUL-13 00:00:00,IAH,BOS,2013-07-27 16:09:00,12240.0,0,1319.06501718,1259.2668658,0.0474864804331,2013,7,27,16,-2
20130728112528,14501,UAL1002,28-JUL-13 00:00:00,IAH,BOS,2013-07-28 12:20:00,12120.0,2,1278.47342656,1248.41431733,0.0240778312237,2013,7,28,12,-2
20130728131793,21218,UAL335,28-JUL-13 00:00:00,IAH,BOS,2013-07-28 14:24:00,12060.0,2,1315.12516579,1253.08527625,0.0495097107299,2013,7,28,14,-2
20130728137832,30432,UAL209,28-JUL-13 00:00:00,IAH,BOS,2013-07-28 16:07:00,11880.0,1,1322.15622747,1252.09081768,0.0559587282394,2013,7,28,16,-2
20130728159715,59261,UAL351,28-JUL-13 00:00:00,IAH,BOS,2013-07-28 21:59:00,11880.0,1,1335.14757935,1254.71408202,0.0641050407225,2013,7,28,21,-2
20130728161913,40870,UAL779,28-JUL-13 00:00:00,IAH,BOS,2013-07-28 17:58:00,11940.0,2,1281.70018468,1249.91890359,0.0254266744788,2013,7,28,17,-2
20130729169351,106288,UAL1295,29-JUL-13 00:00:00,IAH,BOS,2013-07-29 15:44:00,11580.0,2,1282.40014616,1247.78880836,0.0277381377135,2013,7,29,15,-2
20130729203096,68397,UAL341,29-JUL-13 00:00:00,IAH,BOS,2013-07-29 00:18:00,11340.0,3,1273.30171271,1255.86148992,0.0138870591454,2013,7,29,0,3
20130729244348,118576,UAL339,29-JUL-13 00:00:00,IAH,BOS,2013-07-29 18:21:00,12120.0,2,1283.50815982,1249.29700671,0.0273843232845,2013,7,29,18,-2
20130729247825,138431,UAL468,29-JUL-13 00:00:00,IAH,BOS,2013-07-29 21:55:00,11520.0,0,1311.78242971,1258.61837801,0.0422400090657,2013,7,29,21,-2
20130730252285,149087,UAL1102,30-JUL-13 00:00:00,IAH,BOS,2013-07-30 00:42:00,11820.0,0,1306.24305568,1258.76908248,0.0377146006021,2013,7,30,0,-2
20130730290664,175485,UAL1002,30-JUL-13 00:00:00,IAH,BOS,2013-07-30 12:43:00,12840.0,1,1338.90319722,1255.37362424,0.066537619853,2013,7,30,12,-2
20130730292547,183652,UAL335,30-JUL-13 00:00:00,IAH,BOS,2013-07-30 15:10:00,12540.0,1,1337.36975737,1254.68180112,0.0659035272365,2013,7,30,15,-2
20130730310760,227420,UAL248,30-JUL-13 00:00:00,IAH,BOS,2013-07-30 21:46:00,12300.0,1,1333.74347405,1254.10430301,0.0635028289566,2013,7,30,21,-2
20130730311298,193584,UAL1295,30-JUL-13 00:00:00,IAH,BOS,2013-07-30 15:52:00,12420.0,4,1306.20255359,1252.825741,0.0426051372111,2013,7,30,15,-2
20130730321622,206442,UAL554,30-JUL-13 00:00:00,IAH,BOS,2013-07-30 18:08:00,12600.0,1,1328.936198,1254.02571244,0.0597360044673,2013,7,30,18,-2
20130731343431,239158,UAL1102,31-JUL-13 00:00:00,IAH,BOS,2013-07-31 00:26:00,12000.0,1,1314.7229513,1256.61968376,0.0462377506,2013,7,31,0,-2
20130731353872,284477,UAL1295,31-JUL-13 00:00:00,IAH,BOS,2013-07-31 15:54:00,11640.0,2,1282.0245045,1249.29700671,0.0261967311324,2013,7,31,15,-2
20130731389861,266194,UAL1002,31-JUL-13 00:00:00,IAH,BOS,2013-07-31 12:27:00,12300.0,0,1306.77541105,1258.76908248,0.0381375180201,2013,7,31,12,-2
20130731392731,274660,UAL335,31-JUL-13 00:00:00,IAH,BOS,2013-07-31 13:55:00,12120.0,0,1306.7860643,1257.28019667,0.0393753657844,2013,7,31,13,-2
20130731430008,319145,UAL598,31-JUL-13 00:00:00,IAH,BOS,2013-08-01 01:26:00,11940.0,0,1344.93148066,1255.66742746,0.0710889294782,2013,8,1,1,-2
20130731437006,297453,UAL883,31-JUL-13 00:00:00,IAH,BOS,2013-07-31 18:14:00,11940.0,0,1310.24485074,1259.73966033,0.0400917681668,2013,7,31,18,-2
20130801438231,331294,UAL1102,01-AUG-13 00:00:00,IAH,BOS,2013-08-01 00:36:00,12240.0,-1,1322.20686001,1255.36457017,0.0532453212606,2013,8,1,0,-2
20130801447866,391854,UAL243,01-AUG-13 00:00:00,IAH,BOS,2013-08-01 19:12:00,13380.0,-1,1481.35815555,1272.49999004,0.164132154923,2013,8,1,19,-2
20130801466336,378419,UAL1295,01-AUG-13 00:00:00,IAH,BOS,2013-08-01 17:06:00,13740.0,-1,1524.06827457,1272.49999004,0.197696099411,2013,8,1,17,-2
20130801474944,359861,UAL1002,01-AUG-13 00:00:00,IAH,BOS,2013-08-01 12:25:00,11880.0,2,1283.09378086,1248.75153881,0.0275012610408,2013,8,1,12,-2
20130801493456,368130,UAL335,01-AUG-13 00:00:00,IAH,BOS,2013-08-01 13:59:00,12180.0,0,1288.01613048,1255.34193799,0.0260281215092,2013,8,1,13,-2
20130802564502,463177,UAL335,02-AUG-13 00:00:00,IAH,BOS,2013-08-02 14:40:00,11940.0,0,1308.90773023,1256.05087217,0.0420817812592,2013,8,2,14,-2
20130802578845,455326,UAL1002,02-AUG-13 00:00:00,IAH,BOS,2013-08-02 12:22:00,12480.0,2,1279.97839045,1248.41431733,0.0252833315743,2013,8,2,12,-2
20130802595677,487214,UAL502,02-AUG-13 00:00:00,IAH,BOS,2013-08-02 18:03:00,12180.0,2,1281.42591166,1247.95828937,0.0268179013546,2013,8,2,18,-2
20130802601306,473846,UAL1295,02-AUG-13 00:00:00,IAH,BOS,2013-08-02 15:44:00,12120.0,0,1297.73565312,1256.54865549,0.0327778772816,2013,8,2,15,-2
20130802623871,9499,UAL598,02-AUG-13 00:00:00,IAH,BOS,2013-08-02 22:03:00,11880.0,2,1280.32282458,1249.29700671,0.0248346211521,2013,8,2,22,-2
20130803639274,22185,UAL1102,03-AUG-13 00:00:00,IAH,BOS,2013-08-03 00:33:00,11640.0,0,1305.36195846,1256.05087217,0.0392588289063,2013,8,3,0,-2
20130803681699,58271,UAL1184,03-AUG-13 00:00:00,IAH,BOS,2013-08-03 14:00:00,12420.0,1,1330.44823888,1253.55883511,0.0613368927113,2013,8,3,14,-2
20130803689359,97789,UAL1295,03-AUG-13 00:00:00,IAH,BOS,2013-08-03 21:01:00,11100.0,0,1297.38263175,1257.60329901,0.0316310658321,2013,8,3,21,-2
20130803697704,53244,UAL598,03-AUG-13 00:00:00,IAH,BOS,2013-08-03 12:56:00,12600.0,1,1334.9716578,1254.10430301,0.0644821603734,2013,8,3,12,-2
20130803698970,70266,UAL327,03-AUG-13 00:00:00,IAH,BOS,2013-08-03 16:04:00,12840.0,1,1360.60305406,1255.00997519,0.0841372427011,2013,8,3,16,-2
20130804705189,134647,UAL1002,04-AUG-13 00:00:00,IAH,BOS,2013-08-04 12:19:00,11400.0,2,1281.58591848,1248.57832977,0.0264361377372,2013,8,4,12,-2
20130804712729,160869,UAL779,04-AUG-13 00:00:00,IAH,BOS,2013-08-04 18:11:00,11880.0,2,1285.10935839,1249.50939898,0.028491149757,2013,8,4,18,-2
20130804736576,150069,UAL209,04-AUG-13 00:00:00,IAH,BOS,2013-08-04 15:57:00,12060.0,2,1292.284788,1247.78880836,0.0356598643492,2013,8,4,15,-2
20130804745564,179225,UAL351,04-AUG-13 00:00:00,IAH,BOS,2013-08-04 21:48:00,11340.0,2,1280.58709062,1248.08491961,0.0260416342713,2013,8,4,21,-2
20130804747330,113463,UAL259,04-AUG-13 00:00:00,IAH,BOS,2013-08-04 02:49:00,11100.0,2,1261.28268792,1248.65011249,0.0101169857766,2013,8,4,2,-2
20130804754527,141587,UAL335,04-AUG-13 00:00:00,IAH,BOS,2013-08-04 14:09:00,11580.0,2,1292.55301273,1247.78880836,0.0358748243845,2013,8,4,14,-2
20130805800299,227538,UAL1295,05-AUG-13 00:00:00,IAH,BOS,2013-08-05 15:44:00,11760.0,0,1304.70780866,1256.05087217,0.0387380300912,2013,8,5,15,-2
20130805801913,187987,UAL341,05-AUG-13 00:00:00,IAH,BOS,2013-08-05 00:22:00,11640.0,2,1273.06175293,1250.19284535,0.0182923039943,2013,8,5,0,-2
20130805848889,218760,UAL335,05-AUG-13 00:00:00,IAH,BOS,2013-08-05 14:17:00,12300.0,2,1281.06939065,1248.6769663,0.0259413965512,2013,8,5,14,-2
20130805867241,260048,UAL468,05-AUG-13 00:00:00,IAH,BOS,2013-08-05 21:54:00,11820.0,2,1283.25468868,1248.65011249,0.0277135891324,2013,8,5,21,-2
20130805867981,240032,UAL339,05-AUG-13 00:00:00,IAH,BOS,2013-08-05 18:11:00,12420.0,1,1332.93420072,1253.93745603,0.0629989512767,2013,8,5,18,-2
20130806878883,305671,UAL335,06-AUG-13 00:00:00,IAH,BOS,2013-08-06 14:02:00,12180.0,1,1338.02763669,1255.16034847,0.0660212763435,2013,8,6,14,-2
20130806890058,271377,UAL1102,06-AUG-13 00:00:00,IAH,BOS,2013-08-06 00:26:00,11880.0,2,1290.45583795,1249.36878942,0.0328862453383,2013,8,6,0,-2
20130806894579,349244,UAL248,06-AUG-13 00:00:00,IAH,BOS,2013-08-06 23:00:00,11340.0,0,1308.86999463,1256.92616452,0.0413260791118,2013,8,6,23,-2
20130806922936,298336,UAL1002,06-AUG-13 00:00:00,IAH,BOS,2013-08-06 12:30:00,12480.0,1,1331.98686515,1253.15040293,0.0629106147499,2013,8,6,12,-2
20130806933560,315096,UAL1295,06-AUG-13 00:00:00,IAH,BOS,2013-08-06 15:41:00,12120.0,-1,1343.10011662,1256.92616452,0.068559279404,2013,8,6,15,-2
20130806948609,328527,UAL346,06-AUG-13 00:00:00,IAH,BOS,2013-08-06 18:02:00,12480.0,1,1337.26628096,1252.98120305,0.0672676315537,2013,8,6,18,-2
20130807014239,395998,UAL335,07-AUG-13 00:00:00,IAH,BOS,2013-08-07 14:04:00,12720.0,1,1363.24108247,1247.59208377,0.0926977657207,2013,8,7,14,-2
20130807044619,440012,UAL598,07-AUG-13 00:00:00,IAH,BOS,2013-08-07 21:51:00,13560.0,-1,1405.86967459,1253.21983274,0.121806117218,2013,8,7,21,-2
20130807052059,418951,UAL883,07-AUG-13 00:00:00,IAH,BOS,2013-08-07 18:08:00,13980.0,-1,1378.59780398,1254.10430301,0.0992688572008,2013,8,7,18,-2
20130807971681,406504,UAL1295,07-AUG-13 00:00:00,IAH,BOS,2013-08-07 15:46:00,12720.0,1,1350.23945561,1255.30184153,0.0756293115638,2013,8,7,15,-2
20130807979724,389021,UAL1002,07-AUG-13 00:00:00,IAH,BOS,2013-08-07 12:27:00,12780.0,1,1345.23931277,1255.30184153,0.0716460920119,2013,8,7,12,-2
20130807985894,361162,UAL1102,07-AUG-13 00:00:00,IAH,BOS,2013-08-07 00:52:00,11400.0,0,1310.65220746,1258.76908248,0.041217349316,2013,8,7,0,-2
20130808073709,451848,UAL1102,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 00:36:00,11640.0,0,1311.07531672,1258.76908248,0.0415534786861,2013,8,8,0,-2
20130808075367,33747,N905WS,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 00:43:00,12240.0,2,1276.35152757,1249.47416841,0.0215109362248,2013,8,8,0,-2
20130808099382,479570,UAL1002,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 12:30:00,12960.0,1,1331.59947311,1254.68180112,0.0613045251189,2013,8,8,12,-2
20130808110299,487655,UAL335,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 13:56:00,11520.0,0,1309.13231373,1256.92616452,0.0415347780059,2013,8,8,13,-2
20130808112315,10177,UAL243,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 18:17:00,11760.0,0,1326.72297539,1258.76908248,0.0539843994051,2013,8,8,18,-2
20130808113470,497739,UAL1295,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 15:54:00,12000.0,0,1329.76333481,1258.46307458,0.0566566168435,2013,8,8,15,-2
20130808141462,31391,UAL598,08-AUG-13 00:00:00,IAH,BOS,2013-08-08 21:45:00,11280.0,0,1303.95215896,1259.2668658,0.0354851655167,2013,8,8,21,-2
20130809192876,44514,UAL1102,09-AUG-13 00:00:00,IAH,BOS,2013-08-09 00:18:00,11280.0,0,1311.91318474,1257.42394783,0.043334021916,2013,8,9,0,-2
20130809197103,73337,UAL1002,09-AUG-13 00:00:00,IAH,BOS,2013-08-09 12:26:00,12960.0,1,1338.01150892,1254.29904434,0.0667404355904,2013,8,9,12,-2
20130809202363,80978,UAL335,09-AUG-13 00:00:00,IAH,BOS,2013-08-09 14:09:00,11520.0,0,1312.12681926,1258.76908248,0.0423888205705,2013,8,9,14,-2
20130809210027,93238,UAL1295,09-AUG-13 00:00:00,IAH,BOS,2013-08-09 16:08:00,11940.0,0,1313.13780667,1258.76908248,0.0431919761528,2013,8,9,16,-2
20130809226915,104392,UAL502,09-AUG-13 00:00:00,IAH,BOS,2013-08-09 19:58:00,11520.0,0,1325.4047445,1259.23257604,0.0525496002222,2013,8,9,19,-2
20130809235085,125998,UAL598,09-AUG-13 00:00:00,IAH,BOS,2013-08-09 22:50:00,11940.0,-1,1302.91638753,1256.92616452,0.0365894388302,2013,8,9,22,-2
20130810257907,170051,UAL598,10-AUG-13 00:00:00,IAH,BOS,2013-08-10 13:07:00,12300.0,1,1333.42920487,1253.45124996,0.0638061950199,2013,8,10,13,-2
20130810267198,186501,UAL327,10-AUG-13 00:00:00,IAH,BOS,2013-08-10 16:46:00,11400.0,0,1317.29109003,1256.54865549,0.0483406943882,2013,8,10,16,-2
20130810273857,139016,UAL1102,10-AUG-13 00:00:00,IAH,BOS,2013-08-10 00:41:00,10920.0,0,1298.55240523,1257.23990967,0.032859675585,2013,8,10,0,-2
20130810292268,174864,UAL1184,10-AUG-13 00:00:00,IAH,BOS,2013-08-10 15:06:00,11700.0,2,1296.4678996,1248.4997392,0.0384206411024,2013,8,10,15,-2
20130810310345,212627,UAL1295,10-AUG-13 00:00:00,IAH,BOS,2013-08-10 21:03:00,11100.0,0,1294.80467702,1254.38112532,0.0322258928245,2013,8,10,21,-2
20130811324254,249264,UAL1002,11-AUG-13 00:00:00,IAH,BOS,2013-08-11 12:27:00,11580.0,0,1291.55947467,1255.26521481,0.0289136187535,2013,8,11,12,-2
20130811346449,228035,UAL273,11-AUG-13 00:00:00,IAH,BOS,2013-08-11 00:25:00,10860.0,0,1273.47242623,1252.22900943,0.0169644822445,2013,8,11,0,-2
20130811356771,294026,UAL351,11-AUG-13 00:00:00,IAH,BOS,2013-08-11 22:10:00,11700.0,-1,1373.52965051,1270.65707208,0.0809601431403,2013,8,11,22,-2
20130811363556,256168,UAL335,11-AUG-13 00:00:00,IAH,BOS,2013-08-11 14:11:00,11520.0,0,1312.36226742,1258.76908248,0.0425758669213,2013,8,11,14,-2
20130811377280,276081,UAL779,11-AUG-13 00:00:00,IAH,BOS,2013-08-11 18:21:00,12480.0,-1,1419.43788923,1271.58172248,0.116277360816,2013,8,11,18,-2
20130811392501,265132,UAL209,11-AUG-13 00:00:00,IAH,BOS,2013-08-11 15:49:00,10980.0,0,1318.69649467,1256.05087217,0.0498750678679,2013,8,11,15,-2
20130812397193,375358,UAL341T,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 00:53:00,11520.0,-1,1362.74810937,1265.72969783,0.0766501818772,2013,8,12,0,-2
20130812447449,341754,UAL1295,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 15:44:00,11760.0,0,1309.68940919,1257.42394783,0.0415655049745,2013,8,12,15,-2
20130812451712,331592,UAL335,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 13:56:00,12360.0,1,1333.75227067,1254.92455331,0.0628147063923,2013,8,12,13,-2
20130812461183,325421,UAL1002,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 12:24:00,11520.0,0,1311.8849574,1259.2668658,0.0417847026938,2013,8,12,12,-2
20130812472748,373957,UAL371,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 21:53:00,13260.0,-1,1615.21237228,1272.49999004,0.269322109959,2013,8,12,21,-2
20130812476863,353669,UAL339,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 18:21:00,12480.0,-1,1503.70118319,1272.49999004,0.181690526487,2013,8,12,18,-2
20130812476891,378552,UAL624,12-AUG-13 00:00:00,IAH,BOS,2013-08-12 23:07:00,12120.0,-1,1435.58498431,1270.42389313,0.130004711084,2013,8,12,23,-2
20130813490740,415656,UAL584,13-AUG-13 00:00:00,IAH,BOS,2013-08-13 13:10:00,11460.0,0,1315.17276617,1258.76908248,0.0448086026874,2013,8,13,13,-2
20130813502178,385582,UAL1102,13-AUG-13 00:00:00,IAH,BOS,2013-08-13 01:02:00,11580.0,-1,1415.11292976,1269.59239748,0.114619883169,2013,8,13,1,-2
20130813545253,441952,UAL1501,13-AUG-13 00:00:00,IAH,BOS,2013-08-13 18:17:00,11760.0,0,1309.53760304,1255.02369716,0.0434365550251,2013,8,13,18,-2
20130813555305,464674,UAL1602,13-AUG-13 00:00:00,IAH,BOS,2013-08-13 22:46:00,11400.0,0,1323.14599842,1259.11616132,0.050853002341,2013,8,13,22,-2
20130813567189,458024,UAL308,13-AUG-13 00:00:00,IAH,BOS,2013-08-13 22:41:00,10920.0,0,1305.90257944,1257.615622,0.0383956406016,2013,8,13,22,-2
20130814581032,472381,UAL1102,14-AUG-13 00:00:00,IAH,BOS,2013-08-14 00:20:00,11640.0,-1,1378.4203641,1269.78177973,0.0855568933994,2013,8,14,0,-2
20130814641322,54511,UAL1602,14-AUG-13 00:00:00,IAH,BOS,2013-08-14 23:58:00,11820.0,0,1307.22385557,1259.06717963,0.0382479002834,2013,8,14,23,-2
20130814643601,2726,UAL539,14-AUG-13 00:00:00,IAH,BOS,2013-08-14 13:18:00,10920.0,2,1273.570226,1248.75469578,0.0198722217451,2013,8,14,13,-2
20130814644888,29623,UAL1501,14-AUG-13 00:00:00,IAH,BOS,2013-08-14 18:28:00,11160.0,2,1269.66326474,1247.78880836,0.0175305758737,2013,8,14,18,-2
20130814655434,44897,UAL308,14-AUG-13 00:00:00,IAH,BOS,2013-08-14 23:36:00,12240.0,0,1312.18520547,1260.84422613,0.0407195260764,2013,8,14,23,-2
20130815662655,147200,UAL1602,15-AUG-13 00:00:00,IAH,BOS,2013-08-15 23:07:00,11220.0,2,1291.20706003,1249.21841614,0.0336119315492,2013,8,15,23,-2
20130815670363,92409,UAL584,15-AUG-13 00:00:00,IAH,BOS,2013-08-15 13:00:00,11820.0,1,1333.00577469,1254.10430301,0.0629146008809,2013,8,15,13,-2
20130815681374,120670,UAL1501,15-AUG-13 00:00:00,IAH,BOS,2013-08-15 18:34:00,11640.0,2,1276.64582832,1249.13299426,0.0220255442661,2013,8,15,18,-2
20130815685816,61215,UAL1102,15-AUG-13 00:00:00,IAH,BOS,2013-08-15 00:29:00,10980.0,2,1282.81386834,1249.75489114,0.0264523687244,2013,8,15,0,-2
20130815706455,107595,UAL308,15-AUG-13 00:00:00,IAH,BOS,2013-08-15 15:56:00,11400.0,2,1287.98465349,1252.20428834,0.0285739040153,2013,8,15,15,-2
20130815750071,137670,UAL387,15-AUG-13 00:00:00,IAH,BOS,2013-08-15 21:17:00,11700.0,0,1304.04370674,1256.35927324,0.0379544565932,2013,8,15,21,-2
20130815752913,154874,UAL1102,15-AUG-13 00:00:00,IAH,BOS,2013-08-16 00:14:00,11340.0,2,1290.85687095,1248.50748529,0.0339200094155,2013,8,16,0,-2
20130816834995,217695,UAL1501,16-AUG-13 00:00:00,IAH,BOS,2013-08-16 18:23:00,11580.0,4,1318.57437226,1255.08856576,0.0505827303662,2013,8,16,18,-2
20130816839713,245379,UAL1602,16-AUG-13 00:00:00,IAH,BOS,2013-08-17 00:08:00,11280.0,1,1327.46724238,1261.29568606,0.0524631591523,2013,8,17,0,-2
20130816845041,235140,UAL308,16-AUG-13 00:00:00,IAH,BOS,2013-08-16 21:35:00,11640.0,1,1342.62590827,1255.30184153,0.0695641987113,2013,8,16,21,-2
20130816845980,204279,UAL224,16-AUG-13 00:00:00,IAH,BOS,2013-08-16 15:54:00,11640.0,2,1279.85597645,1247.78880836,0.0256991951471,2013,8,16,15,-2
20130816849385,188265,UAL675,16-AUG-13 00:00:00,IAH,BOS,2013-08-16 12:53:00,11820.0,2,1285.56968878,1249.13299426,0.0291695877766,2013,8,16,12,-2
20130817871956,251751,UAL1102,17-AUG-13 00:00:00,IAH,BOS,2013-08-17 03:35:00,11160.0,1,1321.05731537,1257.22340256,0.0507737230143,2013,8,17,3,1
20130817893558,281419,UAL1124,17-AUG-13 00:00:00,IAH,BOS,2013-08-17 12:50:00,10740.0,2,1282.97544617,1248.57832977,0.0275490256168,2013,8,17,12,-2
20130817901538,296446,UAL1295,17-AUG-13 00:00:00,IAH,BOS,2013-08-17 15:49:00,10740.0,2,1280.5952022,1248.4997392,0.0257072244271,2013,8,17,15,-2
20130817913428,326839,UAL1561,17-AUG-13 00:00:00,IAH,BOS,2013-08-17 21:42:00,11040.0,0,1305.81372656,1256.54865549,0.0392066561507,2013,8,17,21,-2
20130818955937,363343,UAL584,18-AUG-13 00:00:00,IAH,BOS,2013-08-18 13:02:00,10560.0,2,1271.71040998,1248.6769663,0.0184462789803,2013,8,18,13,-2
20130818984879,386926,UAL1634,18-AUG-13 00:00:00,IAH,BOS,2013-08-18 18:13:00,11040.0,2,1283.47903142,1248.57832977,0.0279523525344,2013,8,18,18,-2
20130818985241,408649,UAL1602,18-AUG-13 00:00:00,IAH,BOS,2013-08-18 22:57:00,11340.0,2,1291.31357197,1247.78880836,0.0348815146605,2013,8,18,22,-2
20130818987276,401888,UAL445,18-AUG-13 00:00:00,IAH,BOS,2013-08-18 21:23:00,10800.0,-1,1293.2691112,1253.36274746,0.0318394366045,2013,8,18,21,-2
20130818988910,378374,UAL1295,18-AUG-13 00:00:00,IAH,BOS,2013-08-18 16:16:00,10740.0,2,1277.75938447,1248.88283298,0.02312190601,2013,8,18,16,-2
20130819010101,415619,UAL1219,19-AUG-13 00:00:00,IAH,BOS,2013-08-19 00:43:00,10980.0,2,1281.99548283,1250.22807591,0.0254092893328,2013,8,19,0,-2
20130819035368,478433,UAL387,19-AUG-13 00:00:00,IAH,BOS,2013-08-19 21:05:00,11880.0,1,1326.09403615,1251.74598532,0.0593954777643,2013,8,19,21,-2
20130819043851,438523,UAL584,19-AUG-13 00:00:00,IAH,BOS,2013-08-19 12:58:00,11520.0,2,1285.11421245,1248.6769663,0.0291806825379,2013,8,19,12,-2
20130819059319,451751,UAL735,19-AUG-13 00:00:00,IAH,BOS,2013-08-19 15:53:00,11340.0,4,1272.20446618,1248.41431733,0.0190562928679,2013,8,19,15,-2
20130819076711,493205,UAL1102,19-AUG-13 00:00:00,IAH,BOS,2013-08-20 00:08:00,11400.0,2,1279.0498828,1249.29700671,0.0238156946885,2013,8,20,0,-2
20130819078450,486784,UAL1602,19-AUG-13 00:00:00,IAH,BOS,2013-08-19 22:46:00,11400.0,2,1281.57094999,1249.13299426,0.025968376372,2013,8,19,22,-2
20130820126024,22041,UAL584,20-AUG-13 00:00:00,IAH,BOS,2013-08-20 13:02:00,11100.0,2,1273.65809023,1249.13299426,0.0196336947972,2013,8,20,13,-2
20130820137962,73147,UAL1602,20-AUG-13 00:00:00,IAH,BOS,2013-08-20 22:56:00,11640.0,2,1288.08180708,1247.62383413,0.0324280218461,2013,8,20,22,-2
20130820158644,48835,UAL1501,20-AUG-13 00:00:00,IAH,BOS,2013-08-20 18:00:00,11460.0,2,1297.53423472,1249.29700671,0.0386114973104,2013,8,20,18,-2
20130820167209,64216,UAL308,20-AUG-13 00:00:00,IAH,BOS,2013-08-20 21:09:00,10920.0,2,1300.19777603,1249.13299426,0.0408801800995,2013,8,20,21,-2
20130821182384,153443,UAL308,21-AUG-13 00:00:00,IAH,BOS,2013-08-21 21:09:00,11940.0,1,1331.15784075,1253.53667184,0.0619217376301,2013,8,21,21,-2
20130821188043,109562,UAL1002,21-AUG-13 00:00:00,IAH,BOS,2013-08-21 12:56:00,11340.0,2,1287.39345578,1248.50748529,0.0311459650376,2013,8,21,12,-2
20130821196916,79514,UAL1102,21-AUG-13 00:00:00,IAH,BOS,2013-08-21 00:23:00,11640.0,2,1275.07715341,1248.41431733,0.0213573616673,2013,8,21,0,-2
20130821197175,169547,UAL1102,21-AUG-13 00:00:00,IAH,BOS,2013-08-22 00:09:00,11760.0,0,1301.28683971,1256.05087217,0.036014439015,2013,8,22,0,-2
20130821261642,163010,UAL1602,21-AUG-13 00:00:00,IAH,BOS,2013-08-21 22:51:00,11640.0,0,1310.11668412,1256.54865549,0.0426310818893,2013,8,21,22,-2
20130821262676,137285,UAL1501,21-AUG-13 00:00:00,IAH,BOS,2013-08-21 18:23:00,12420.0,0,1311.46426353,1258.76908248,0.0418624684838,2013,8,21,18,-2
