FID,FlightIdx,ACID,ACT_DATE,DEP,ARR,Elap_Time,DT,ClustID,D40A100ACT,D40A100ACH,Efficiency,YEAR,MONTH,DAY,Hour,MedianID
20130101632288,471666,UAL386,01-JAN-13 00:00:00,IAH,BOS,2013-01-01 01:08:00,9780.0,0,1302.80889404,1255.46867265,0.0377072103964,2013,1,1,1,-2
20130101635086,22604,UAL1052,01-JAN-13 00:00:00,IAH,BOS,2013-01-01 23:36:00,10200.0,0,1312.54448172,1258.61837801,0.0428454761626,2013,1,1,23,-2
20130101663353,7544,UAL1634,01-JAN-13 00:00:00,IAH,BOS,2013-01-01 19:35:00,9540.0,0,1302.99330406,1256.05087217,0.0373730339445,2013,1,1,19,-2
20130102708353,26835,UAL646,02-JAN-13 00:00:00,IAH,BOS,2013-01-02 01:42:00,9360.0,0,1302.93073294,1255.86148992,0.0374796451648,2013,1,2,1,-2
20130102717674,45520,UAL1124,02-JAN-13 00:00:00,IAH,BOS,2013-01-02 13:34:00,10080.0,0,1306.25623726,1256.54865549,0.0395588197494,2013,1,2,13,-2
20130102719088,54047,UAL962,02-JAN-13 00:00:00,IAH,BOS,2013-01-02 16:23:00,10980.0,1,1336.31166218,1253.61526241,0.0659663313316,2013,1,2,16,-2
20130102726083,65380,UAL764,02-JAN-13 00:00:00,IAH,BOS,2013-01-02 19:36:00,11580.0,1,1347.16394828,1254.02571244,0.0742713924646,2013,1,2,19,-2
20130103780461,109668,UAL700,03-JAN-13 00:00:00,IAH,BOS,2013-01-03 13:39:00,9840.0,2,1282.13424083,1249.13299426,0.0264193218147,2013,1,3,13,-2
20130103781039,86176,UAL1445,03-JAN-13 00:00:00,IAH,BOS,2013-01-03 01:25:00,9840.0,0,1293.8692134,1255.12432172,0.0308693657017,2013,1,3,1,-2
20130103808696,133186,UAL1116,03-JAN-13 00:00:00,IAH,BOS,2013-01-03 19:03:00,10620.0,2,1292.16449631,1249.13299426,0.0344490956872,2013,1,3,19,-2
20130103818639,147312,UAL866,03-JAN-13 00:00:00,IAH,BOS,2013-01-04 00:04:00,10260.0,2,1292.00379791,1249.36878942,0.0341252389609,2013,1,4,0,-2
20130104843255,208799,UAL1011,04-JAN-13 00:00:00,IAH,BOS,2013-01-04 19:22:00,10680.0,2,1280.90942535,1248.75153881,0.0257520295578,2013,1,4,19,-2
20130104889397,223394,UAL866L,04-JAN-13 00:00:00,IAH,BOS,2013-01-04 22:06:00,10980.0,1,1338.07932912,1254.02571244,0.0670270281124,2013,1,4,22,-2
20130104891056,184194,UAL503,04-JAN-13 00:00:00,IAH,BOS,2013-01-04 13:30:00,11340.0,1,1332.57665637,1254.68180112,0.0620833546678,2013,1,4,13,-2
20130105915603,298192,UAL953,05-JAN-13 00:00:00,IAH,BOS,2013-01-05 22:28:00,10200.0,0,1289.50138159,1255.05704473,0.0274444392837,2013,1,5,22,-2
20130105920357,284426,UAL1634,05-JAN-13 00:00:00,IAH,BOS,2013-01-05 19:08:00,10320.0,2,1298.75081656,1248.50748529,0.0402427152892,2013,1,5,19,-2
20130105931856,237545,UAL497,05-JAN-13 00:00:00,IAH,BOS,2013-01-05 01:11:00,10440.0,0,1292.76135641,1256.35927324,0.0289742623401,2013,1,5,1,-2
20130106016192,363206,UAL866,06-JAN-13 00:00:00,IAH,BOS,2013-01-06 22:18:00,10560.0,1,1320.93957891,1252.25464937,0.0548490113957,2013,1,6,22,-2
20130106985000,309183,UAL668,06-JAN-13 00:00:00,IAH,BOS,2013-01-06 01:55:00,10320.0,1,1319.5832859,1257.94238732,0.049001368593,2013,1,6,1,-2
20130106987477,349460,UAL1634,06-JAN-13 00:00:00,IAH,BOS,2013-01-06 19:12:00,10620.0,2,1278.05048719,1248.59562241,0.0235903956825,2013,1,6,19,-2
20130107039514,373993,UAL693,07-JAN-13 00:00:00,IAH,BOS,2013-01-07 01:18:00,10440.0,2,1276.16328736,1249.13299426,0.0216392435583,2013,1,7,1,-2
20130107082905,414531,UAL999,07-JAN-13 00:00:00,IAH,BOS,2013-01-07 19:04:00,10860.0,0,1291.33712095,1256.03587036,0.0281052885657,2013,1,7,19,-2
20130107089172,393140,UAL503,07-JAN-13 00:00:00,IAH,BOS,2013-01-07 14:48:00,11700.0,0,1300.92958605,1256.05087217,0.035730012908,2013,1,7,14,-2
20130107094477,427280,UAL866,07-JAN-13 00:00:00,IAH,BOS,2013-01-07 22:05:00,12060.0,0,1302.22929447,1254.94481124,0.0376785359881,2013,1,7,22,-2
20130108148853,460782,UAL503,08-JAN-13 00:00:00,IAH,BOS,2013-01-08 13:32:00,10920.0,0,1310.0278615,1263.69129712,0.0366676295749,2013,1,8,13,-2
20130108158249,486142,UAL1634,08-JAN-13 00:00:00,IAH,BOS,2013-01-08 19:26:00,10860.0,0,1306.94211617,1254.19174307,0.0420592572004,2013,1,8,19,-2
20130108166436,499795,UAL866T,08-JAN-13 00:00:00,IAH,BOS,2013-01-08 22:51:00,12180.0,1,1352.24184939,1253.53667184,0.0787413561643,2013,1,8,22,-2
20130109176791,36705,UAL503,09-JAN-13 00:00:00,IAH,BOS,2013-01-09 14:14:00,11640.0,1,1333.99738994,1253.78708274,0.0639744246071,2013,1,9,14,-2
20130109226111,61912,UAL1634,09-JAN-13 00:00:00,IAH,BOS,2013-01-09 19:05:00,10980.0,0,1302.58547058,1255.42042173,0.0375691266686,2013,1,9,19,-2
20130109226597,106021,N668P,09-JAN-13 00:00:00,IAH,BOS,2013-01-09 17:11:00,10440.0,-1,1303.37106866,1256.6393716,0.0371878345688,2013,1,9,17,-2
20130109241747,76346,UAL866T,09-JAN-13 00:00:00,IAH,BOS,2013-01-09 22:05:00,10500.0,0,1299.24860132,1256.54865549,0.0339819279151,2013,1,9,22,-2
20130110259642,112369,UAL503,10-JAN-13 00:00:00,IAH,BOS,2013-01-10 13:37:00,10800.0,0,1308.42469725,1257.28019667,0.0406786814253,2013,1,10,13,-2
20130110308423,151281,UAL866,10-JAN-13 00:00:00,IAH,BOS,2013-01-10 23:29:00,11100.0,0,1308.89357602,1258.76908248,0.0398202452181,2013,1,10,23,-2
20130110316820,136670,UAL151,10-JAN-13 00:00:00,IAH,BOS,2013-01-10 19:21:00,11340.0,0,1310.65575992,1258.76908248,0.0412201714845,2013,1,10,19,-2
20130111326323,230127,UAL866,11-JAN-13 00:00:00,IAH,BOS,2013-01-11 21:58:00,12720.0,1,1327.60608435,1253.86567331,0.0588104552238,2013,1,11,21,-2
20130111354851,214971,UAL151,11-JAN-13 00:00:00,IAH,BOS,2013-01-11 19:19:00,10920.0,0,1301.46585946,1256.16521078,0.0360626518642,2013,1,11,19,-2
20130111370357,165470,UAL497,11-JAN-13 00:00:00,IAH,BOS,2013-01-11 01:18:00,10980.0,-1,1363.36133666,1261.64123141,0.0806252226972,2013,1,11,1,-2
20130111387568,189244,UAL503,11-JAN-13 00:00:00,IAH,BOS,2013-01-11 13:46:00,11460.0,1,1329.52649631,1255.08856576,0.0593089066259,2013,1,11,13,-2
20130112422716,292999,UAL1634,12-JAN-13 00:00:00,IAH,BOS,2013-01-12 19:34:00,12780.0,1,1337.41612718,1254.46852535,0.066121708247,2013,1,12,19,-2
20130112449249,243236,UAL497,12-JAN-13 00:00:00,IAH,BOS,2013-01-12 01:01:00,11100.0,0,1294.15750189,1255.26521481,0.0309833225846,2013,1,12,1,-2
20130112463741,309189,UAL1709,12-JAN-13 00:00:00,IAH,BOS,2013-01-12 23:12:00,11160.0,1,1321.26462011,1252.18286666,0.0551690613984,2013,1,12,23,-2
20130113469587,316426,UAL517,13-JAN-13 00:00:00,IAH,BOS,2013-01-13 01:30:00,11160.0,-1,1348.96892987,1259.87801975,0.0707139173153,2013,1,13,1,-2
20130113507220,356103,N542M,13-JAN-13 00:00:00,IAH,BOS,2013-01-13 20:14:00,11460.0,1,1340.82791154,1249.29700671,0.0732659282322,2013,1,13,20,-2
20130113511532,363425,UAL866,13-JAN-13 00:00:00,IAH,BOS,2013-01-13 22:13:00,10260.0,0,1291.98812959,1255.55482805,0.0290176906082,2013,1,13,22,-2
20130113521165,351144,UAL1634,13-JAN-13 00:00:00,IAH,BOS,2013-01-13 20:11:00,10320.0,0,1299.77627979,1255.86148992,0.0349678608843,2013,1,13,20,-2
20130114527489,374267,UAL693,14-JAN-13 00:00:00,IAH,BOS,2013-01-14 01:26:00,10080.0,0,1297.14513792,1255.96645597,0.0327864504322,2013,1,14,1,-2
20130114564137,391883,UAL503,14-JAN-13 00:00:00,IAH,BOS,2013-01-14 14:18:00,9960.0,0,1289.18500815,1254.84415467,0.0273666282363,2013,1,14,14,-2
20130114584290,412063,UAL151,14-JAN-13 00:00:00,IAH,BOS,2013-01-14 19:04:00,9600.0,0,1305.70933196,1256.74212635,0.0389636064368,2013,1,14,19,-2
20130115626562,458737,UAL503,15-JAN-13 00:00:00,IAH,BOS,2013-01-15 13:43:00,10980.0,1,1343.5096619,1255.63542101,0.0699838818005,2013,1,15,13,-2
20130115641517,481489,UAL1634,15-JAN-13 00:00:00,IAH,BOS,2013-01-15 19:11:00,9720.0,0,1307.70795359,1257.42394783,0.0399896994554,2013,1,15,19,-2
20130115661496,495507,UAL866,15-JAN-13 00:00:00,IAH,BOS,2013-01-15 22:15:00,10260.0,0,1303.26172119,1254.6265384,0.0387646692498,2013,1,15,22,-2
20130116668611,69916,UAL866,16-JAN-13 00:00:00,IAH,BOS,2013-01-16 22:15:00,9600.0,0,1303.1354479,1256.05087217,0.0374862012142,2013,1,16,22,-2
20130116728885,30560,UAL503,16-JAN-13 00:00:00,IAH,BOS,2013-01-16 13:41:00,10740.0,1,1337.04199824,1253.0761519,0.0670077761938,2013,1,16,13,-2
20130116733067,55361,UAL151,16-JAN-13 00:00:00,IAH,BOS,2013-01-16 19:16:00,9600.0,0,1306.54682961,1258.46307458,0.0382083161647,2013,1,16,19,-2
20130117765619,83057,UAL497,17-JAN-13 00:00:00,IAH,BOS,2013-01-17 01:05:00,11220.0,1,1329.08352401,1253.94029056,0.0599256870685,2013,1,17,1,-2
20130117804408,147039,UAL866T,17-JAN-13 00:00:00,IAH,BOS,2013-01-17 22:10:00,11160.0,1,1328.61278396,1253.35294606,0.0600468033708,2013,1,17,22,-2
20130117812243,106180,UAL503,17-JAN-13 00:00:00,IAH,BOS,2013-01-17 13:39:00,11460.0,1,1336.79540874,1253.4029187,0.0665328672767,2013,1,17,13,-2
20130117820852,133112,UAL151,17-JAN-13 00:00:00,IAH,BOS,2013-01-17 19:33:00,10860.0,1,1321.57001087,1255.16034847,0.0529093055606,2013,1,17,19,-2
20130118866453,160951,UAL497,18-JAN-13 00:00:00,IAH,BOS,2013-01-18 01:48:00,10500.0,1,1328.74482061,1257.45409694,0.0566944939319,2013,1,18,1,-2
20130118897182,185777,UAL503,18-JAN-13 00:00:00,IAH,BOS,2013-01-18 13:38:00,11160.0,0,1299.89246864,1256.05087217,0.0349043159283,2013,1,18,13,-2
20130118900394,213025,UAL151,18-JAN-13 00:00:00,IAH,BOS,2013-01-18 19:04:00,11520.0,0,1307.26516512,1255.66742746,0.041091881923,2013,1,18,19,-2
20130118902076,228238,UAL866,18-JAN-13 00:00:00,IAH,BOS,2013-01-18 22:12:00,10860.0,0,1293.73389995,1257.615622,0.028719647972,2013,1,18,22,-2
20130119907370,242671,UAL497,19-JAN-13 00:00:00,IAH,BOS,2013-01-19 01:15:00,11160.0,1,1329.69689665,1255.13782908,0.0594030917153,2013,1,19,1,-2
20130119948244,308528,UAL1578,19-JAN-13 00:00:00,IAH,BOS,2013-01-19 22:14:00,11220.0,2,1279.17480515,1248.50748529,0.0245631846199,2013,1,19,22,-2
20130119949595,292598,UAL1634,19-JAN-13 00:00:00,IAH,BOS,2013-01-19 19:19:00,10800.0,2,1277.30922274,1249.29700671,0.02242238305,2013,1,19,19,-2
20130120017336,369572,UAL866,20-JAN-13 00:00:00,IAH,BOS,2013-01-20 23:10:00,10500.0,0,1294.52746341,1255.26521481,0.031278050354,2013,1,20,23,-2
20130120972673,320308,UAL517,20-JAN-13 00:00:00,IAH,BOS,2013-01-20 01:12:00,10620.0,0,1291.70124162,1254.44307586,0.0297009617087,2013,1,20,1,-2
20130120974334,357019,UAL1634,20-JAN-13 00:00:00,IAH,BOS,2013-01-20 19:08:00,11520.0,2,1292.48014605,1249.29700671,0.0345659511762,2013,1,20,19,-2
20130121036645,419639,UAL151,21-JAN-13 00:00:00,IAH,BOS,2013-01-21 19:05:00,10620.0,1,1339.37735874,1254.10430301,0.0679951863119,2013,1,21,19,-2
20130121042193,380952,UAL693,21-JAN-13 00:00:00,IAH,BOS,2013-01-21 02:28:00,10020.0,0,1293.01979486,1254.6265384,0.0306013425378,2013,1,21,2,-2
20130121060856,398423,UAL503,21-JAN-13 00:00:00,IAH,BOS,2013-01-21 13:38:00,10500.0,2,1291.840806,1248.57832977,0.0346493889834,2013,1,21,13,-2
20130121079547,432931,UAL866,21-JAN-13 00:00:00,IAH,BOS,2013-01-21 22:36:00,11040.0,2,1284.93920449,1248.50748529,0.0291802168797,2013,1,21,22,-2
20130122101278,3794,UAL866,22-JAN-13 00:00:00,IAH,BOS,2013-01-22 22:03:00,11220.0,1,1329.37390334,1252.49363033,0.061381767659,2013,1,22,22,-2
20130122140993,467627,UAL1508,22-JAN-13 00:00:00,IAH,BOS,2013-01-22 13:43:00,10980.0,1,1319.60927899,1255.08856576,0.0514072990493,2013,1,22,13,-2
20130122151404,490232,UAL1634,22-JAN-13 00:00:00,IAH,BOS,2013-01-22 19:09:00,11580.0,1,1333.63674964,1251.39876994,0.0657168455577,2013,1,22,19,-2
20130123198633,79339,UAL866,23-JAN-13 00:00:00,IAH,BOS,2013-01-23 23:32:00,11280.0,2,1289.7236915,1248.6769663,0.0328721729512,2013,1,23,23,-2
20130123210762,40232,UAL1508,23-JAN-13 00:00:00,IAH,BOS,2013-01-23 13:55:00,12000.0,2,1291.51875964,1248.41431733,0.0345273533945,2013,1,23,13,-2
20130123243226,64928,UAL151,23-JAN-13 00:00:00,IAH,BOS,2013-01-23 19:20:00,11640.0,2,1292.35971355,1248.75153881,0.0349214182187,2013,1,23,19,-2
20130124258424,159808,UAL866,24-JAN-13 00:00:00,IAH,BOS,2013-01-24 22:00:00,12120.0,0,1298.50191845,1257.1055157,0.0329299348712,2013,1,24,22,-2
20130124274439,93810,UAL497,24-JAN-13 00:00:00,IAH,BOS,2013-01-24 01:16:00,11400.0,2,1283.46732226,1248.75153881,0.0278003929321,2013,1,24,1,-2
20130124297541,117371,UAL503,24-JAN-13 00:00:00,IAH,BOS,2013-01-24 14:04:00,11760.0,2,1281.2346243,1249.21841614,0.0256289914966,2013,1,24,14,-2
20130124332972,143898,UAL151,24-JAN-13 00:00:00,IAH,BOS,2013-01-24 19:30:00,12240.0,0,1307.25292097,1256.54865549,0.04035201125,2013,1,24,19,-2
20130125351832,237362,UAL497C,25-JAN-13 00:00:00,IAH,BOS,2013-01-25 02:03:00,11760.0,0,1293.80499076,1255.12432172,0.0308181973461,2013,1,25,2,-2
20130125408797,242231,UAL866,25-JAN-13 00:00:00,IAH,BOS,2013-01-25 22:15:00,10800.0,2,1291.92535884,1248.03286188,0.0351693439402,2013,1,25,22,-2
20130125410005,226628,UAL151,25-JAN-13 00:00:00,IAH,BOS,2013-01-25 19:10:00,11640.0,1,1337.87485614,1255.30184153,0.065779410081,2013,1,25,19,-2
20130126451885,303062,UAL1634,26-JAN-13 00:00:00,IAH,BOS,2013-01-26 19:02:00,11760.0,2,1278.64579866,1248.57832977,0.0240813637169,2013,1,26,19,-2
20130126470190,316957,UAL1578,26-JAN-13 00:00:00,IAH,BOS,2013-01-26 22:14:00,12000.0,2,1281.64319104,1249.29700671,0.0258915087094,2013,1,26,22,-2
20130127495095,327843,UAL517,27-JAN-13 00:00:00,IAH,BOS,2013-01-27 01:24:00,11280.0,0,1275.79694011,1254.40419118,0.0170541114857,2013,1,27,1,-2
20130127500325,363681,UAL1634,27-JAN-13 00:00:00,IAH,BOS,2013-01-27 19:11:00,11700.0,0,1314.13624709,1258.76908248,0.0439851640632,2013,1,27,19,-2
20130127525155,376428,UAL866,27-JAN-13 00:00:00,IAH,BOS,2013-01-27 22:09:00,10980.0,0,1284.55836759,1256.05087217,0.0226961312253,2013,1,27,22,-2
20130128565206,386100,UAL588,28-JAN-13 00:00:00,IAH,BOS,2013-01-28 01:16:00,11760.0,1,1328.73912524,1258.69424797,0.0556488419496,2013,1,28,1,-2
20130128579733,405501,UAL503,28-JAN-13 00:00:00,IAH,BOS,2013-01-28 13:37:00,11280.0,1,1314.6539068,1255.08856576,0.0474590739382,2013,1,28,13,-2
20130128584982,427275,UAL151,28-JAN-13 00:00:00,IAH,BOS,2013-01-28 19:06:00,12180.0,1,1325.48959032,1254.10430301,0.0569213319332,2013,1,28,19,-2
20130129610656,498128,UAL1634,29-JAN-13 00:00:00,IAH,BOS,2013-01-29 19:21:00,10320.0,0,1301.93129469,1256.92616452,0.035805707166,2013,1,29,19,-2
20130129625592,11285,UAL866,29-JAN-13 00:00:00,IAH,BOS,2013-01-29 22:12:00,11040.0,0,1305.79144277,1258.30314819,0.0377399473576,2013,1,29,22,-2
20130129637278,475503,UAL1508,29-JAN-13 00:00:00,IAH,BOS,2013-01-29 13:45:00,11040.0,0,1302.55672343,1256.92616452,0.0363032930654,2013,1,29,13,-2
20130130719973,47394,UAL1508,30-JAN-13 00:00:00,IAH,BOS,2013-01-30 13:39:00,10680.0,0,1314.28835781,1255.86148992,0.0465233374475,2013,1,30,13,-2
20130131768465,97854,UAL497,31-JAN-13 00:00:00,IAH,BOS,2013-01-31 03:47:00,10440.0,0,1294.00833006,1253.22143135,0.0325456441233,2013,1,31,3,-2
20130131793529,159435,UAL866,31-JAN-13 00:00:00,IAH,BOS,2013-01-31 22:07:00,10260.0,1,1327.73748608,1252.62818953,0.059961365376,2013,1,31,22,-2
20130131803863,121637,UAL503,31-JAN-13 00:00:00,IAH,BOS,2013-01-31 13:40:00,10380.0,1,1325.44694312,1252.2890988,0.0584192934279,2013,1,31,13,-2
20130201868055,173568,UAL497,01-FEB-13 00:00:00,IAH,BOS,2013-02-01 01:40:00,9900.0,1,1330.07776144,1258.38725847,0.0569701437165,2013,2,1,1,-2
20130201871704,241649,UAL866,01-FEB-13 00:00:00,IAH,BOS,2013-02-01 22:06:00,11340.0,0,1299.97102756,1255.05704473,0.0357864074948,2013,2,1,22,-2
20130201886796,226164,UAL151,01-FEB-13 00:00:00,IAH,BOS,2013-02-01 19:08:00,11220.0,2,1292.54038908,1247.87694547,0.0357915448064,2013,2,1,19,-2
20130201906808,199388,UAL503,01-FEB-13 00:00:00,IAH,BOS,2013-02-01 13:37:00,10440.0,1,1336.78214436,1254.10430301,0.0659258094876,2013,2,1,13,-2
20130202943117,256252,UAL497,02-FEB-13 00:00:00,IAH,BOS,2013-02-02 01:09:00,11340.0,0,1299.29888974,1256.05087217,0.0344317404013,2013,2,2,1,-2
20130202971013,322412,UAL1578,02-FEB-13 00:00:00,IAH,BOS,2013-02-02 22:11:00,11940.0,0,1289.53155723,1255.66742746,0.0269690278108,2013,2,2,22,-2
20130203001394,384317,UAL1534,03-FEB-13 00:00:00,IAH,BOS,2013-02-03 22:07:00,11100.0,2,1288.83955497,1249.21841614,0.0317167425034,2013,2,3,22,-2
20130203017464,333953,UAL517,03-FEB-13 00:00:00,IAH,BOS,2013-02-03 01:31:00,10740.0,2,1258.57805353,1248.57832977,0.00800888779918,2013,2,3,1,-2
20130203021367,371378,UAL1634,03-FEB-13 00:00:00,IAH,BOS,2013-02-03 18:58:00,12120.0,0,1296.95198241,1258.76908248,0.0303335222148,2013,2,3,18,-2
20130204043840,434591,UAL151,04-FEB-13 00:00:00,IAH,BOS,2013-02-04 19:07:00,10740.0,2,1288.05500212,1247.87694547,0.0321971303295,2013,2,4,19,-2
20130204074464,394949,UAL693,04-FEB-13 00:00:00,IAH,BOS,2013-02-04 01:13:00,11040.0,2,1280.53349222,1248.50748529,0.025651433657,2013,2,4,1,-2
20130204081339,413000,UAL503,04-FEB-13 00:00:00,IAH,BOS,2013-02-04 13:32:00,11640.0,1,1343.89587017,1254.29904434,0.0714317899202,2013,2,4,13,-2
20130204109630,447295,UAL866,04-FEB-13 00:00:00,IAH,BOS,2013-02-04 22:24:00,10500.0,2,1271.6755466,1248.65011249,0.0184402611095,2013,2,4,22,-2
20130205169808,481837,UAL503,05-FEB-13 00:00:00,IAH,BOS,2013-02-05 13:41:00,10800.0,1,1333.24644829,1253.31478159,0.0637762099948,2013,2,5,13,-2
20130205171029,6476,UAL1634,05-FEB-13 00:00:00,IAH,BOS,2013-02-05 20:43:00,10980.0,2,1284.68007939,1249.21841614,0.0283870801085,2013,2,5,20,-2
20130205185035,21318,UAL866T,05-FEB-13 00:00:00,IAH,BOS,2013-02-05 22:03:00,11520.0,1,1337.33826626,1253.15040293,0.0671809729591,2013,2,5,22,-2
20130206189922,97297,UAL866,06-FEB-13 00:00:00,IAH,BOS,2013-02-06 22:05:00,10500.0,0,1303.1915822,1255.86148992,0.0376873506045,2013,2,6,22,-2
20130206228803,57680,UAL1678,06-FEB-13 00:00:00,IAH,BOS,2013-02-06 13:37:00,11940.0,2,1293.17866243,1248.6769663,0.0356390782656,2013,2,6,13,-2
20130206254070,83401,UAL151,06-FEB-13 00:00:00,IAH,BOS,2013-02-06 19:07:00,11280.0,0,1297.89791297,1256.05087217,0.0333163582169,2013,2,6,19,-2
20130207266234,162861,UAL151,07-FEB-13 00:00:00,IAH,BOS,2013-02-07 19:25:00,10920.0,2,1291.24596258,1249.36878942,0.0335186643917,2013,2,7,19,-2
20130207336148,136066,UAL503,07-FEB-13 00:00:00,IAH,BOS,2013-02-07 13:48:00,11040.0,1,1332.79816478,1255.08856576,0.0619156298131,2013,2,7,13,-2
20130207344902,178551,UAL866,07-FEB-13 00:00:00,IAH,BOS,2013-02-07 22:03:00,10800.0,0,1302.36018022,1256.54865549,0.0364582179342,2013,2,7,22,-2
20130208389715,192894,UAL497,08-FEB-13 00:00:00,IAH,BOS,2013-02-08 01:13:00,10440.0,0,1287.51598278,1255.05704473,0.0258625200997,2013,2,8,1,-2
20130210503726,398573,UAL866,10-FEB-13 00:00:00,IAH,BOS,2013-02-10 23:09:00,10620.0,0,1306.44202659,1258.11340531,0.0384135651595,2013,2,10,23,-2
20130210516811,385977,UAL1634,10-FEB-13 00:00:00,IAH,BOS,2013-02-10 19:26:00,12360.0,-1,1360.26218899,1248.75153881,0.0892977079232,2013,2,10,19,-2
20130211552268,450531,UAL151,11-FEB-13 00:00:00,IAH,BOS,2013-02-11 19:57:00,10620.0,2,1279.85888728,1250.40220656,0.0235577645072,2013,2,11,19,-2
20130211563237,464229,UAL866,11-FEB-13 00:00:00,IAH,BOS,2013-02-11 22:00:00,10140.0,0,1301.71362476,1258.76908248,0.0341162989068,2013,2,11,22,-2
20130211582826,410249,UAL693,11-FEB-13 00:00:00,IAH,BOS,2013-02-11 02:38:00,10080.0,0,1283.12150475,1253.94529255,0.0232675319828,2013,2,11,2,-2
20130211613453,427996,UAL503,11-FEB-13 00:00:00,IAH,BOS,2013-02-11 13:31:00,9960.0,0,1296.22759086,1256.6697646,0.0314782987313,2013,2,11,13,-2
20130212630251,34982,UAL866,12-FEB-13 00:00:00,IAH,BOS,2013-02-12 22:02:00,10440.0,0,1303.2353009,1258.76908248,0.0353251593458,2013,2,12,22,0
20130212647138,22224,UAL1634,12-FEB-13 00:00:00,IAH,BOS,2013-02-12 19:04:00,10140.0,2,1284.6757813,1249.29700671,0.0283189460955,2013,2,12,19,-2
20130212681247,498779,UAL503,12-FEB-13 00:00:00,IAH,BOS,2013-02-12 13:33:00,10680.0,1,1329.77107142,1253.86567331,0.0605371051484,2013,2,12,13,-2
20130213734398,111753,UAL866,13-FEB-13 00:00:00,IAH,BOS,2013-02-13 22:13:00,10500.0,1,1327.62811687,1254.02571244,0.0586928989592,2013,2,13,22,-2
20130213758156,71967,UAL503,13-FEB-13 00:00:00,IAH,BOS,2013-02-13 13:40:00,10560.0,1,1336.95326494,1254.29904434,0.0658967420644,2013,2,13,13,-2
20130214782012,178386,UAL1634,14-FEB-13 00:00:00,IAH,BOS,2013-02-14 19:10:00,10440.0,2,1284.25330943,1248.41431733,0.0287076106147,2013,2,14,19,-2
20130214783532,150175,UAL834,14-FEB-13 00:00:00,IAH,BOS,2013-02-14 13:33:00,10680.0,1,1336.70585346,1254.92455331,0.0651683003094,2013,2,14,13,-2
20130214823771,125948,UAL497,14-FEB-13 00:00:00,IAH,BOS,2013-02-14 01:02:00,10980.0,0,1295.60077494,1256.05087217,0.0314875007426,2013,2,14,1,-2
20130214835905,163038,UAL773,14-FEB-13 00:00:00,IAH,BOS,2013-02-14 16:07:00,10680.0,1,1344.38836795,1253.49074687,0.0725155900078,2013,2,14,16,-2
20130214864425,201349,UAL660,14-FEB-13 00:00:00,IAH,BOS,2013-02-14 23:21:00,11100.0,0,1311.13747982,1256.54865549,0.0434434624468,2013,2,14,23,-2
20130215874403,235493,UAL834,15-FEB-13 00:00:00,IAH,BOS,2013-02-15 13:38:00,11160.0,1,1339.04893298,1253.99370537,0.0678274757205,2013,2,15,13,-2
20130215887106,250110,UAL773,15-FEB-13 00:00:00,IAH,BOS,2013-02-15 16:17:00,10920.0,0,1307.0387159,1257.94800891,0.0390244323681,2013,2,15,16,-2
20130215895481,211154,UAL920,15-FEB-13 00:00:00,IAH,BOS,2013-02-15 01:43:00,10740.0,0,1308.44784551,1256.54865549,0.0413029688886,2013,2,15,1,-2
20130215900630,289918,UAL660T,15-FEB-13 00:00:00,IAH,BOS,2013-02-15 23:54:00,10860.0,0,1309.089352,1258.76908248,0.039975774922,2013,2,15,23,-2
20130215937237,265794,UAL1634,15-FEB-13 00:00:00,IAH,BOS,2013-02-15 19:27:00,11340.0,0,1311.2337614,1256.54865549,0.043520086291,2013,2,15,19,-2
20130216011601,373167,UAL1683,16-FEB-13 00:00:00,IAH,BOS,2013-02-16 23:19:00,10620.0,1,1319.88891575,1255.08856576,0.0516301014641,2013,2,16,23,-2
20130216012773,336152,UAL1733,16-FEB-13 00:00:00,IAH,BOS,2013-02-16 16:08:00,12480.0,0,1308.02089934,1257.60329901,0.040090225885,2013,2,16,16,-2
20130216984349,324330,UAL1090,16-FEB-13 00:00:00,IAH,BOS,2013-02-16 13:38:00,10200.0,1,1309.07398173,1253.4029187,0.0444159353678,2013,2,16,13,-2
20130216995411,355826,UAL505,16-FEB-13 00:00:00,IAH,BOS,2013-02-16 19:53:00,10500.0,1,1326.61672075,1253.68704513,0.058172153814,2013,2,16,19,-2
20130216995573,299122,UAL920,16-FEB-13 00:00:00,IAH,BOS,2013-02-16 01:35:00,10980.0,0,1311.36337228,1256.92616452,0.0433097896313,2013,2,16,1,-2
20130217049574,381110,UAL920,17-FEB-13 00:00:00,IAH,BOS,2013-02-17 01:29:00,10380.0,1,1322.65325643,1255.5210812,0.0534695722997,2013,2,17,1,-2
20130217055831,405796,UAL773,17-FEB-13 00:00:00,IAH,BOS,2013-02-17 16:04:00,11700.0,1,1338.01454874,1254.92455331,0.0662111480869,2013,2,17,16,-2
20130217065977,435477,UAL1137,17-FEB-13 00:00:00,IAH,BOS,2013-02-17 23:35:00,12120.0,2,1285.26957139,1247.95828937,0.0298978598451,2013,2,17,23,-2
20130217077277,423520,UAL1271,17-FEB-13 00:00:00,IAH,BOS,2013-02-17 21:30:00,11520.0,2,1274.38760144,1248.03808405,0.0211127510694,2013,2,17,21,-2
20130218115007,460604,UAL834,18-FEB-13 00:00:00,IAH,BOS,2013-02-18 13:31:00,11580.0,1,1335.93511749,1254.54309786,0.0648778186805,2013,2,18,13,-2
